audio_path,model,true_transcription,predicted_transcription,latency,wer,mer,wil,wip,cer
labs/experiment_dataset/segment_9.wav,whisper_tiny,this was a visualization done by fernando viegas and martin wattenberg two amazing visualization designers who looked at a weekend 's worth of twitter traffic," This was a visualization done by Fernando V. A. Hess and Martin Waughtonberg, two amazing visualization designers who looked at a weekend's worth of Twitter traffic.",8.314817190170288,0.44,0.4074074074074074,0.606153846153846,0.3938461538461539,0.13291139240506328
labs/experiment_dataset/segment_8.wav,whisper_tiny,and that is that the more tightly linked we 've become to each other the harder it is for each of us to remain independent," And that is that the more tightly linked we become to each other, the harder it is for each of us to remain independent.",0.738961935043335,0.16,0.16,0.265,0.735,0.05737704918032787
labs/experiment_dataset/segment_19.wav,whisper_tiny,now, Now.,0.4963350296020508,1.0,1.0,1.0,0.0,0.6666666666666666
labs/experiment_dataset/segment_18.wav,whisper_tiny,where one side of this little box if the animal goes there the animal gets a pulse of light in order to make different cells in the brain sensitive to light <unk>," where one side of this little box, if the animal goes there, they only gets a pulse of light, and we're going to make different cells in the brain-sensitive plate.",0.8853268623352051,0.40625,0.3939393939393939,0.5833333333333334,0.41666666666666663,0.20987654320987653
labs/experiment_dataset/segment_3.wav,whisper_tiny,our scientists then use this to go back to another piece of that tissue and do what 's called laser scanning microdissection <unk> so the technician takes the instructions they scribe along a place there <unk> and then the laser actually cuts," Our scientists then use this to go back to another piece of that tissue and do what's called laser scanning microdice section. So the technician takes the instructions, they scribe along a place there, and then the laser actually cuts.",0.9924161434173584,0.23809523809523808,0.23809523809523808,0.3904761904761904,0.6095238095238096,0.08264462809917356
labs/experiment_dataset/segment_15.wav,whisper_tiny,shortly after we published i got a three word text from johannes," Shortly after we published, I got a three word text from Johannes.",0.6045329570770264,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.078125
labs/experiment_dataset/segment_14.wav,whisper_tiny,the people 's report card brings together all this data into a simple framework that we 'll all be familiar with from our school days to hold them to account, The People's Record poll card brings together all this data into a simple framework that will all be familiar with from our school days to hold them to account.,0.8073108196258545,0.23333333333333334,0.23333333333333334,0.3919540229885057,0.6080459770114943,0.09554140127388536
labs/experiment_dataset/segment_2.wav,whisper_tiny,if you 're into knitting you can find someone who is killing it knitting <unk> and you can you can learn from them <unk> it 's wild and that 's what this whole day is about," If you're into knitting, you can find someone who is killing it, knitting. And you can learn from them. It's wild. And that's what this whole day is about.",0.896859884262085,0.5277777777777778,0.5277777777777778,0.7231800766283525,0.27681992337164746,0.18023255813953487
labs/experiment_dataset/segment_0.wav,whisper_tiny,so throughout this talk i 've mentioned a few times the special case of uganda and the fact that it 's the only country in sub saharan africa with successful prevention it 's been widely," So, throughout this talk, I've mentioned a few times the special case of Uganda and the fact that it's the only country in Sub-Saharan Africa with a successful prevention. Been widely-",0.9244029521942139,0.45714285714285713,0.45714285714285713,0.6672811059907835,0.33271889400921656,0.11290322580645161
labs/experiment_dataset/segment_16.wav,whisper_tiny,and where they don 't where they may actually undermine values and attitudes worth caring about but to have this debate, And where they don't? Where they may actually undermine values and attitudes worth caring about. But to have this debate.,0.7554419040679932,0.3333333333333333,0.3333333333333333,0.5333333333333334,0.4666666666666666,0.058823529411764705
labs/experiment_dataset/segment_17.wav,whisper_tiny,medicine it 's a pill called bidil to treat heart failure in <unk>, medicine. It's a pill called bideal to treat heart failure in,0.6361820697784424,0.38461538461538464,0.38461538461538464,0.5524475524475524,0.4475524475524476,0.16666666666666666
labs/experiment_dataset/segment_1.wav,whisper_tiny,and the house next to it and actually every house on the block on both sides of the street maybe a school thrown in and some you know a church they are just incredibly expensive, and the house next to it and actually every house on the block on both sides of the street maybe a school thrown in and so you know a church they're just incredibly expensive.,0.8479480743408203,0.11428571428571428,0.11428571428571428,0.19243697478991606,0.8075630252100839,0.02824858757062147
labs/experiment_dataset/segment_5.wav,whisper_tiny,on the order of two thousand two hundred videos covering everything from basic arithmetic all the way to to vector calculus and some of the stuff that you saw," On the order of 2,200 videos covering everything from basic arithmetic all the way to vector calculus and some of the stuff that you saw.",0.7411670684814453,0.2413793103448276,0.2413793103448276,0.3324137931034483,0.6675862068965517,0.18354430379746836
labs/experiment_dataset/segment_13.wav,whisper_tiny,<unk> salty crispy delicious snacks what 's sitting in the corner of the room makes not a damn bit of difference to your gustatory experience," salty, crispy, delicious snacks. What's sitting in the corner of the room makes not a damn bit of difference to your gustatory experience.",0.8224749565124512,0.28,0.28,0.4365217391304348,0.5634782608695652,0.0851063829787234
labs/experiment_dataset/segment_12.wav,whisper_tiny,<unk> the greatest innovations and developments, the greatest innovations and developments.,0.5243210792541504,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.14893617021276595
labs/experiment_dataset/segment_4.wav,whisper_tiny,<unk> a palestinian worker who spent two decades in israel, an uplifting and worker who spent two decades in Israel.,0.6152231693267822,0.4,0.4,0.64,0.36,0.2413793103448276
