audio_path,model,true_transcription,predicted_transcription,latency,wer,mer,wil,wip,cer
labs/experiment_dataset/segment_9.wav,whisper_base,this was a visualization done by fernando viegas and martin wattenberg two amazing visualization designers who looked at a weekend 's worth of twitter traffic," This was a visualization done by Fernando Vias and Martin Wadenberg, two amazing visualization designers who looked at a weekend's worth of Twitter traffic",2.2994041442871094,0.32,0.32,0.5183333333333333,0.48166666666666674,0.0759493670886076
labs/experiment_dataset/segment_8.wav,whisper_base,and that is that the more tightly linked we 've become to each other the harder it is for each of us to remain independent," And that is that the more tightly linked we come to each other, the harder it is for each of us to remain independent.",1.5964560508728027,0.2,0.2,0.33333333333333326,0.6666666666666667,0.07377049180327869
labs/experiment_dataset/segment_19.wav,whisper_base,now, Now.,1.008033037185669,1.0,1.0,1.0,0.0,0.6666666666666666
labs/experiment_dataset/segment_18.wav,whisper_base,where one side of this little box if the animal goes there the animal gets a pulse of light in order to make different cells in the brain sensitive to light <unk>," where one side of this little box, if the animal goes there, they only get a pulse of light, and we're going to make different cells in the brain sensitive to light.",1.8269739151000977,0.34375,0.3333333333333333,0.52734375,0.47265625,0.1728395061728395
labs/experiment_dataset/segment_3.wav,whisper_base,our scientists then use this to go back to another piece of that tissue and do what 's called laser scanning microdissection <unk> so the technician takes the instructions they scribe along a place there <unk> and then the laser actually cuts," Our scientists then use this to go back to another piece of that tissue and do what's called laser scanning microdise section. So the technician takes the instructions, they scribe along a place there, and then the laser actually cuts...",2.113179922103882,0.23809523809523808,0.23809523809523808,0.3904761904761904,0.6095238095238096,0.08677685950413223
labs/experiment_dataset/segment_15.wav,whisper_base,shortly after we published i got a three word text from johannes," Shortly after we published, I got a three word text from Johannes.",1.2550299167633057,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.078125
labs/experiment_dataset/segment_14.wav,whisper_base,the people 's report card brings together all this data into a simple framework that we 'll all be familiar with from our school days to hold them to account, The People's Record Paul Card brings together all this data into a simple framework that we'll all be familiar with from our school days to hold them to account.,1.6776950359344482,0.26666666666666666,0.26666666666666666,0.44367816091954027,0.5563218390804597,0.08917197452229299
labs/experiment_dataset/segment_2.wav,whisper_base,if you 're into knitting you can find someone who is killing it knitting <unk> and you can you can learn from them <unk> it 's wild and that 's what this whole day is about," If you're into knitting, you can find someone who is killing it knitting and you can learn from them. It's wild. And that's what this whole day is about.",1.8000400066375732,0.4444444444444444,0.4444444444444444,0.6168582375478926,0.38314176245210735,0.1686046511627907
labs/experiment_dataset/segment_0.wav,whisper_base,so throughout this talk i 've mentioned a few times the special case of uganda and the fact that it 's the only country in sub saharan africa with successful prevention it 's been widely," So throughout this talk, I've mentioned a few times this special case of Uganda and the fact that it's the only country in Sub-Saharan Africa with successful prevention. It's been widely...",1.8566887378692627,0.42857142857142855,0.42857142857142855,0.631336405529954,0.36866359447004604,0.0967741935483871
labs/experiment_dataset/segment_16.wav,whisper_base,and where they don 't where they may actually undermine values and attitudes worth caring about but to have this debate," and where they don't, where they may actually undermine values and attitudes worth caring about. But to have this debate...",1.3952929973602295,0.23809523809523808,0.23809523809523808,0.3904761904761904,0.6095238095238096,0.058823529411764705
labs/experiment_dataset/segment_17.wav,whisper_base,medicine it 's a pill called bidil to treat heart failure in <unk>, medicine. It's a pill called BIDIL to treat heart failure in,1.1410727500915527,0.38461538461538464,0.38461538461538464,0.5524475524475524,0.4475524475524476,0.21212121212121213
labs/experiment_dataset/segment_1.wav,whisper_base,and the house next to it and actually every house on the block on both sides of the street maybe a school thrown in and some you know a church they are just incredibly expensive, and the house next to it and actually every house on the block on both sides of the street maybe a school thrown in and so You know a church. They're just incredibly expensive,1.589231014251709,0.14285714285714285,0.14285714285714285,0.24369747899159666,0.7563025210084033,0.03954802259887006
labs/experiment_dataset/segment_5.wav,whisper_base,on the order of two thousand two hundred videos covering everything from basic arithmetic all the way to to vector calculus and some of the stuff that you saw," On the order of 2,200 videos covering everything from basic arithmetic all the way to vector calculus and some of the stuff that you saw.",1.3625800609588623,0.2413793103448276,0.2413793103448276,0.3324137931034483,0.6675862068965517,0.18354430379746836
labs/experiment_dataset/segment_13.wav,whisper_base,<unk> salty crispy delicious snacks what 's sitting in the corner of the room makes not a damn bit of difference to your gustatory experience," salty, crispy, delicious snacks. What's sitting in the corner of the room makes not a damn bit of difference to your gustatory experience.",1.506105899810791,0.28,0.28,0.4365217391304348,0.5634782608695652,0.0851063829787234
labs/experiment_dataset/segment_12.wav,whisper_base,<unk> the greatest innovations and developments, the greatest innovations and developments.,0.9191198348999023,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.14893617021276595
labs/experiment_dataset/segment_4.wav,whisper_base,<unk> a palestinian worker who spent two decades in israel, a Palestinian worker who spent two decades in Israel.,1.0040247440338135,0.3,0.3,0.4555555555555556,0.5444444444444444,0.15517241379310345
labs/experiment_dataset/segment_6.wav,whisper_base,to those who already are allow me to illustrate this point by taking you to this village called budrus, to those who already are. Allow me to illustrate this point by taking you to this village called Budros.,1.3098881244659424,0.15789473684210525,0.15789473684210525,0.29085872576177296,0.709141274238227,0.049019607843137254
labs/experiment_dataset/segment_10.wav,whisper_base,flutes and music led to even more powerful breakthroughs about a thousand, Flutes and music led to even more powerful breakthroughs. About a thousand...,1.2240941524505615,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.0821917808219178
labs/experiment_dataset/segment_11.wav,whisper_base,we built this model in new york actually, We built this model in New York actually on the...,1.0419368743896484,0.625,0.5,0.6875,0.3125,0.325
labs/experiment_dataset/segment_7.wav,whisper_base,you can 't buy your way out of suffering or into meaning there is no home big enough to erase the pain that she must have endured, You can't buy your way out of suffering or into meaning. There is no home big enough to erase the pain that she must have endured.,1.5001299381256104,0.2222222222222222,0.2222222222222222,0.3717948717948718,0.6282051282051282,0.03875968992248062
